Author,Title,Ban Status,Secondary Author(s),Illustrator(s),Translator(s),State,District,Date of Challenge/Removal,Origin of Challenge,Academic Year
"Glasgow, Kathleen",Girl in Pieces,Banned pending investigation,,,,Florida,Orange County Public Schools,December 2023,Administration,2023-2024
"Glasgow, Kathleen",Girl in Pieces,Banned pending investigation,,,,Georgia,Cobb County School District,August 2023,Administration,2023-2024
"Glasgow, Kathleen",Girl in Pieces,Banned,,,,Iowa,Nevada Community School District,October 2023,Administration,2023-2024
"Glasgow, Kathleen",Girl in Pieces,Banned,,,,Iowa,Sioux Center Community School District,June 2024,Administration,2023-2024
"Glasgow, Kathleen",Girl in Pieces,Banned by restriction,,,,Maine,Hermon School Department,August 2023,Administration,2023-2024
"Glasgow, Kathleen",You'd Be Home Now,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Glenday, Craig","Guinness Book of World Records, 2000",Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Glenday, Craig","Guinness Book of World Records, 2018",Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Glenday, Craig","Guinness Book of World Records, 2019",Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Glenday, Craig","Guinness Book of World Records, 2020",Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Glenday, Craig","Guinness Book of World Records, 2023",Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Glenday, Craig","Guinness Book of World Records, 2023",Banned,,,,Florida,St. John's County School District,July 2023,Administration,2023-2024
"Glines, Abbi",After the Game,Banned,,,,Florida,Clay County School District,April 2024,Formal Challenge,2023-2024
"Glines, Abbi",After the Game,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Glines, Abbi",After the Game,Banned pending investigation,,,,Florida,Santa Rosa County Schools,April 2024,Formal Challenge,2023-2024
"Glines, Abbi",Losing the Field,Banned pending investigation,,,,Florida,Clay County School District,April 2024,Formal Challenge,2023-2024
"Glines, Abbi",Losing the Field,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Glines, Abbi",Under the Lights,Banned,,,,Florida,Clay County School District,December 2023,Formal Challenge,2023-2024
"Glines, Abbi",Under the Lights,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Glines, Abbi",Until Friday Night,Banned,,,,Florida,Clay County School District,September 2023,Formal Challenge,2023-2024
"Gloeckner, Phoebe",The Diary of a Teenage Girl: An Account in Words and Pictures,Banned pending investigation,,,,Iowa,Bondurant-Farrar Community School District,June 2024,Administration,2023-2024
"Godberson, Anna",Envy,Banned by restriction,,,,Florida,Escambia County Public Schools,December 2023,Administration,2023-2024
"Godberson, Anna",Envy,Banned by restriction,,,,Florida,Orange County Public Schools,June 2024,Administration,2023-2024
"Godberson, Anna",Rumors,Banned by restriction,,,,Florida,Escambia County Public Schools,December 2023,Administration,2023-2024
"Godberson, Anna",The Luxe,Banned by restriction,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Goffney, Joya",Excuse Me While I Ugly Cry,Banned pending investigation,,,,Florida,Clay County School District,March 2024,Formal Challenge,2023-2024
"Going, K. L.",King of the Screwups,Banned by restriction,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Going, K. L.",Saint Iggy,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Going, K.L.",Fat Kid Rules the World,Banned by restriction,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Going, K.L.",Fat Kid Rules the World,Banned by restriction,,,,Florida,Orange County Public Schools,June 2024,Administration,2023-2024
"Going, K.L.",Fat Kid Rules the World,Banned,,,,Iowa,Southeast Warren Community School District,June 2024,Administration,2023-2024
"Goldberg, Myla",Bee Season,Banned by restriction,,,,Florida,Orange County Public Schools,June 2024,Administration,2023-2024
"Golden, Arthur",Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),Banned pending investigation,,,,Florida,Orange County Public Schools,December 2023,Administration,2023-2024
"Golden, Arthur",Memoirs of a Geisha,Banned,,,,Florida,Collier County Public Schools,October 2023,Administration,2023-2024
"Golden, Arthur",Memoirs of a Geisha,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Golden, Arthur",Memoirs of a Geisha,Banned pending investigation,,,,Florida,Orange County Public Schools,December 2023,Administration,2023-2024
"Golden, Arthur",Memoirs of a Geisha,Banned pending investigation,,,,Iowa,Nevada Community School District,October 2023,Administration,2023-2024
"Golden, Arthur",Memoirs of a Geisha,Banned pending investigation,,,,Iowa,Northeast Community School District,June 2024,Administration,2023-2024
"Golden, Arthur",Memoirs of a Geisha,Banned pending investigation,,,,Iowa,Norwalk Community School District,October 2023,Administration,2023-2024
"Golden, Arthur",Memoirs of a Geisha,Banned,,,,Iowa,Winterset Community School District,October 2023,Administration,2023-2024
"Golden, Robert N.",The Truth About Rape,Banned,"Peterson, Fred L.; Higenkamp, Kathryn; Harper, Judith; Boskey, Elizabeth",,,Iowa,South Tama County Community School District,December 2023,Administration,2023-2024
"Golding, William",Lord of the Flies,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Golding, William",Lord of the Flies,Banned pending investigation,,,,Wisconsin,Elkhorn Area School District,November 2023,"Informal Challenge, Administration",2023-2024
"Goldsmith, Olivia",The First Wives Club,Banned by restriction,,,,Florida,Collier County Public Schools,June 2024,Administration,2023-2024
"Goldstone, Lawrence",Days of Infamy: How A Century of Bigotry Led to Japenese American Internment,Banned pending investigation,,,,Iowa,Alta-Aurelia Community Schools,October 2023,Administration,2023-2024
"Gomberg, David",Would You Rather… Terrifically Twisted: Over 300 Crazy Questions,Banned by restriction,,,,Florida,Orange County Public Schools,June 2024,Administration,2023-2024
"Gonsalves, Florence",Love and Other Carnivorous Plants,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Gonzales, Sophie",Only Mostly Devastated,Banned,,,,Florida,Clay County School District,July 2023,Formal Challenge,2023-2024
"Gonzales, Sophie",Only Mostly Devastated,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Gonzales, Sophie",Only Mostly Devastated,Banned,,,,Kentucky,Boyle County Schools,October 2023,Administration,2023-2024
"Gonzalez, Julie",Wings (JG),Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Goode, Laura",Sister Mischief,Banned by restriction,,,,Florida,Orange County Public Schools,June 2024,Administration,2023-2024
"Goodkind, Terry",Wizard's First Rule,Banned,,,,Florida,Clay County School District,February 2024,Formal Challenge,2023-2024
"Goodkind, Terry",Wizard's First Rule,Banned,,,,Florida,Santa Rosa County Schools,January 2024,Formal Challenge,2023-2024
"Goodman, Alison",Eon: Dragoneye Reborn,Banned,,,,Florida,Collier County Public Schools,October 2023,Administration,2023-2024
"Goodman, Alison",Eona: The Last Dragoneye,Banned,,,,Florida,Collier County Public Schools,October 2023,Administration,2023-2024
"Goodman, Alison",The Dark Days Club,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Goodman, Jessica",They Wish They Were Us,Banned,,,,Florida,Collier County Public Schools,October 2023,Administration,2023-2024
"Goolrick, Robert",A Reliable Wife,Banned by restriction,,,,Florida,Orange County Public Schools,June 2024,Administration,2023-2024
"Gordimer, Nadine",Beethoven Was One-sixteenth Black: and Other Stories,Banned,,,,Texas,North East Independent School District,June 2024,Administration,2023-2024
"Gordon, Richard",Jack the Ripper,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Gornall, Louise",Under Rose-Tainted Skies,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Gossiaux, Pamela",Ordinary Girl,Banned pending investigation,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Administration,2023-2024
"Gotoge, Koyoharu","Demon Slayer: Kimetsu No Yaiba (Series, Title Not Specified)",Banned,,,,Texas,North East Independent School District,June 2024,Administration,2023-2024
"Gottfred, B. T.",Forever for a Year,Banned pending investigation,,,,Florida,Orange County Public Schools,December 2023,Administration,2023-2024
"Gottfred, B. T.",Forever for a Year,Banned,,,,Florida,School District of Manatee County,February 2024,Formal Challenge,2023-2024
"Gottfred, B. T.",Forever for a Year,Banned pending investigation,,,,Maryland,Caroll County School District,August 2023,Formal Challenge,2023-2024
"Gottfred, B. T.",Forever for a Year,Banned pending investigation,,,,Texas,Fort Worth Independent School District,August 2023,Administration,2023-2024
"Gottfred, B. T.",Forever for a Year,Banned,,,,Texas,Klein Independent School District,August 2023,Administration,2023-2024
"Gottfred, B. T.",Forever for a Year,Banned,,,,Texas,Plano Independent School District,October 2023,Formal Challenge,2023-2024
"Gottfred, B. T.",Forever for a Year,Banned,,,,Virginia,Hanover County Public Schools,August 2023,Administration,2023-2024
"Gottfred, B. T.",The Handsome Girl and Her Beautiful Boy,Banned pending investigation,,,,Florida,Orange County Public Schools,December 2023,Administration,2023-2024
"Gottfred, B. T.",The Handsome Girl and Her Beautiful Boy,Banned pending investigation,,,,Florida,Polk County Public Schools,April 2024,Formal Challenge,2023-2024
"Gottfred, B. T.",The Handsome Girl and Her Beautiful Boy,Banned,,,,Florida,School District of Manatee County,January 2024,Formal Challenge,2023-2024
"Gottfred, B. T.",The Handsome Girl and Her Beautiful Boy,Banned,,,,Texas,Plano Independent School District,October 2023,Informal Challenge,2023-2024
"Gottfred, B. T.",The Nerdy and the Dirty,Banned pending investigation,,,,Florida,Orange County Public Schools,December 2023,Administration,2023-2024
"Gottfred, B. T.",The Nerdy and the Dirty,Banned,,,,Florida,School District of Manatee County,April 2024,Formal Challenge,2023-2024
"Gottfred, B. T.",The Nerdy and the Dirty,Banned,,,,Iowa,Gilbert Community School District,June 2024,Administration,2023-2024
"Gottfred, B. T.",The Nerdy and the Dirty,Banned,,,,Tennessee,Rutherford County Schools,April 2024,Administration,2023-2024
"Gottfred, B. T.",The Nerdy and the Dirty,Banned pending investigation,,,,Texas,Fort Worth Independent School District,August 2023,Administration,2023-2024
"Gottfred, B. T.",The Nerdy and the Dirty,Banned,,,,Texas,Klein Independent School District,August 2023,Administration,2023-2024
"Gottfred, B. T.",The Nerdy and the Dirty,Banned,,,,Texas,Plano Independent School District,October 2023,Formal Challenge,2023-2024
"Gottlieb, Iris",Seeing Gender: An Illustrated Guide to Identity and Expression,Banned,,,,Texas,Katy Independent School District,November 2023,Administration,2023-2024
"Gow, Robin",A Million Quiet Revolutions,Banned,,,,Montana,Laurel Public Schools,March 2024,Administration,2023-2024
"Gowen, L. Kris",Making Sexual Decisions: The Ultimate Teen Guide,Banned pending investigation,,,,Iowa,Iowa City Community School District,October 2023,Administration,2023-2024
"Grace, Adalyn",All the Stars and Teeth,Banned pending investigation,,,,Iowa,Nevada Community School District,October 2023,Administration,2023-2024
"Grace, Adalyn",All the Tides of Fate,Banned pending investigation,,,,Iowa,Nevada Community School District,October 2023,Administration,2023-2024
"Grace, Amanda",In Too Deep,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Grace, Hannah",Icebreaker,Banned pending investigation,,,,Iowa,Waterloo Community School District,June 2024,Administration,2023-2024
"Grace, Hannah",Icebreaker (HG),Banned pending investigation,,,,Iowa,Iowa City Community School District,October 2023,Administration,2023-2024
"Grace, Hannah",Icebreaker (HG),Banned pending investigation,,,,Utah,Granite School District,May 2024,Formal Challenge,2023-2024
"Grace, Hannah",Icebreaker (HG),Banned,,,,Utah,Washington County Schools,August 2023,Administration,2023-2024
"Gracia, Anna",Boys I Know,Banned pending investigation,,,,Iowa,Bondurant-Farrar Community School District,March 2024,Administration,2023-2024
"Gracia, Anna",Boys I Know,Banned pending investigation,,,,Iowa,Nevada Community School District,October 2023,Administration,2023-2024
"Grahame-Smith, Seth",Abraham Lincoln: Vampire Hunter,Banned pending investigation,,,,Wisconsin,Elkhorn Area School District,November 2023,"Informal Challenge, Administration",2023-2024
"Grahame-Smith, Seth",Pride and Prejudice and Zombies: The Classic Regency Romance -- Now With Ultraviolent Zombie Mayhem,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Grande, Reyna",The Distance Between Us: A Memoir,Banned,,,,Texas,North East Independent School District,June 2024,Administration,2023-2024
"Grant, Adam",Still the Greatest: Muhammad Ali,Banned by restriction,,,,Florida,Lee County Schools,June 2024,Administration,2023-2024
